full_name,email,start_date,position,status,equipment,department
Oksana Kovalenko,oksana.256@example.com,2020-10-23,DevOps Engineer,NEW,Headset,IT
Oleksandr Oliynyk,oleksandr.257@example.com,2026-06-20,QA Engineer,NEW,Laptop,Sales
Anna Boyko,anna.258@example.com,2022-09-18,QA Engineer,ONBOARDING,Monitor,HR
Anna Oliynyk,anna.259@example.com,2020-11-15,Junior Developer,NEW,Laptop,HR
Dmitro Shevchenko,dmitro.260@example.com,2023-07-06,DevOps Engineer,ACTIVE,Badge;Docking station;Headset,Finance
Ivan Tkachenko,ivan.261@example.com,2024-11-13,Data Analyst,NEW,Laptop,IT
Volodymyr Oliynyk,volodymyr.262@example.com,2020-11-28,DevOps Engineer,NEW,Keyboard;Laptop;Badge,Finance
Ivan Kovalenko,ivan.263@example.com,2024-01-08,QA Engineer,ONBOARDING,Docking station;Laptop;Monitor,Finance
Andriy Kovalenko,andriy.264@example.com,2025-07-26,Project Manager,ACTIVE,Monitor,IT
Andriy Tkachenko,andriy.265@example.com,2024-06-29,Junior Developer,NEW,Docking station,HR
Oleksandr Kovalenko,oleksandr.266@example.com,2025-03-09,Data Analyst,NEW,Monitor;Docking station,Sales
Igor Oliynyk,igor.267@example.com,2025-04-07,Data Analyst,ACTIVE,Monitor,HR
Olena Melnyk,olena.268@example.com,2024-03-04,Junior Developer,ACTIVE,Docking station;Laptop;Headset,Operations
Yulia Oliynyk,yulia.269@example.com,2022-04-13,QA Engineer,NEW,Docking station;Keyboard;Badge,Sales
Andriy Kovalenko,andriy.270@example.com,2024-02-25,QA Engineer,NEW,Headset;Laptop;Mouse,IT
Dmitro Tkachenko,dmitro.271@example.com,2022-02-26,Junior Developer,NEW,Laptop,Operations
Viktoria Shevchenko,viktoria.272@example.com,2021-09-29,DevOps Engineer,NEW,Keyboard;Laptop;Headset,HR
Viktoria Boyko,viktoria.273@example.com,2022-10-28,Designer,ONBOARDING,Keyboard;Monitor,Sales
Serhiy Shevchenko,serhiy.274@example.com,2025-12-07,QA Engineer,ONBOARDING,Laptop;Headset;Keyboard,Operations
Oleksandr Oliynyk,oleksandr.275@example.com,2021-01-03,Designer,ONBOARDING,Monitor;Mouse;Keyboard,Sales
Yulia Tkachenko,yulia.276@example.com,2025-10-27,Project Manager,ONBOARDING,Badge;Laptop;Headset,Operations
Anna Shevchenko,anna.277@example.com,2026-06-12,Project Manager,NEW,Badge,HR
Igor Shevchenko,igor.278@example.com,2021-08-10,Junior Developer,NEW,Mouse;Headset;Monitor,Sales
Ivan Kovalenko,ivan.279@example.com,2020-10-06,Data Analyst,NEW,Laptop,Operations
Ivan Bondarenko,ivan.280@example.com,2025-09-10,Project Manager,ACTIVE,Headset,Finance
Oksana Oliynyk,oksana.281@example.com,2025-12-02,DevOps Engineer,NEW,Mouse;Keyboard;Docking station,Sales
Viktoria Melnyk,viktoria.282@example.com,2023-03-21,Data Analyst,NEW,Headset;Monitor;Laptop,Operations
Anna Boyko,anna.283@example.com,2020-11-12,Junior Developer,ONBOARDING,Mouse;Headset;Monitor,IT
Andriy Shevchenko,andriy.284@example.com,2020-09-03,Data Analyst,ACTIVE,Keyboard;Mouse,Sales
Yulia Kovalenko,yulia.285@example.com,2021-04-29,Data Analyst,ACTIVE,Docking station;Badge,Sales
Viktoria Bondarenko,viktoria.286@example.com,2021-06-09,Junior Developer,ACTIVE,Keyboard;Monitor,Operations
Serhiy Shevchenko,serhiy.287@example.com,2023-07-08,QA Engineer,ONBOARDING,Mouse;Laptop,HR
Igor Shevchenko,igor.288@example.com,2025-06-08,Junior Developer,ONBOARDING,Headset;Keyboard,HR
Natalia Tkachenko,natalia.289@example.com,2021-09-26,Data Analyst,ACTIVE,Headset,Sales
Oksana Boyko,oksana.290@example.com,2023-11-06,DevOps Engineer,ONBOARDING,Docking station;Laptop;Monitor,Finance
Anna Shevchenko,anna.291@example.com,2020-10-08,Data Analyst,ONBOARDING,Headset;Docking station;Badge,HR
Volodymyr Boyko,volodymyr.292@example.com,2024-09-21,QA Engineer,ACTIVE,Docking station;Keyboard,IT
Ivan Kovalenko,ivan.293@example.com,2026-05-08,Junior Developer,NEW,Mouse;Badge;Docking station,IT
Serhiy Oliynyk,serhiy.294@example.com,2026-03-05,DevOps Engineer,NEW,Laptop,Sales
Ivan Boyko,ivan.295@example.com,2023-04-01,Designer,ACTIVE,Mouse,Operations
Yulia Kovalenko,yulia.296@example.com,2022-11-08,Junior Developer,NEW,Docking station;Headset;Laptop,Finance
Oleksandr Bondarenko,oleksandr.297@example.com,2020-05-19,DevOps Engineer,NEW,Keyboard;Badge;Docking station,IT
Olena Kovalenko,olena.298@example.com,2026-03-26,Designer,ACTIVE,Monitor;Mouse;Badge,IT
Anna Tkachenko,anna.299@example.com,2023-10-26,Project Manager,NEW,Headset;Mouse,Operations
Natalia Oliynyk,natalia.300@example.com,2024-06-14,Junior Developer,ACTIVE,Docking station;Keyboard;Laptop,IT
Serhiy Oliynyk,serhiy.301@example.com,2022-07-10,Designer,NEW,Mouse;Headset;Keyboard,Operations
Oksana Shevchenko,oksana.302@example.com,2023-02-25,Data Analyst,ACTIVE,Badge;Docking station,Sales
Maria Boyko,maria.303@example.com,2022-05-06,Data Analyst,ACTIVE,Headset;Keyboard,HR
Oksana Melnyk,oksana.304@example.com,2024-10-26,DevOps Engineer,ONBOARDING,Mouse;Monitor,IT
Serhiy Melnyk,serhiy.305@example.com,2024-12-02,Data Analyst,ACTIVE,Keyboard;Docking station;Mouse,Sales
Anna Kovalenko,anna.306@example.com,2025-11-11,Project Manager,ACTIVE,Badge,Operations
Viktoria Shevchenko,viktoria.307@example.com,2020-05-13,QA Engineer,NEW,Badge;Laptop;Monitor,Operations
Serhiy Tkachenko,serhiy.308@example.com,2021-02-24,DevOps Engineer,ONBOARDING,Headset;Monitor;Laptop,HR
Dmitro Kovalenko,dmitro.309@example.com,2025-12-04,Data Analyst,ACTIVE,Monitor,IT
Natalia Bondarenko,natalia.310@example.com,2022-07-14,Designer,NEW,Laptop;Docking station;Badge,HR
Dmitro Bondarenko,dmitro.311@example.com,2021-04-03,QA Engineer,ACTIVE,Headset;Badge;Keyboard,Operations
Olena Boyko,olena.312@example.com,2020-08-20,DevOps Engineer,ACTIVE,Monitor;Laptop,IT
Volodymyr Kovalenko,volodymyr.313@example.com,2020-10-01,Data Analyst,NEW,Laptop,Finance
Oksana Melnyk,oksana.314@example.com,2025-01-05,Project Manager,NEW,Badge,Sales
Viktoria Kovalenko,viktoria.315@example.com,2021-08-24,QA Engineer,NEW,Keyboard;Monitor;Badge,HR
Viktoria Oliynyk,viktoria.316@example.com,2026-06-09,Data Analyst,ACTIVE,Headset;Docking station;Monitor,Sales
Viktoria Oliynyk,viktoria.317@example.com,2026-06-05,QA Engineer,NEW,Monitor;Keyboard,Finance
Olena Boyko,olena.318@example.com,2023-09-23,Data Analyst,ACTIVE,Mouse;Laptop;Headset,IT
Volodymyr Melnyk,volodymyr.319@example.com,2026-07-08,Designer,ONBOARDING,Headset;Monitor,Operations
Maria Kovalenko,maria.320@example.com,2020-12-08,Project Manager,ACTIVE,Docking station,IT
Maria Kovalenko,maria.321@example.com,2022-10-03,Data Analyst,ONBOARDING,Mouse;Monitor,Sales
Viktoria Oliynyk,viktoria.322@example.com,2023-06-02,DevOps Engineer,ACTIVE,Headset;Laptop;Monitor,Operations
Maria Tkachenko,maria.323@example.com,2024-07-22,QA Engineer,ONBOARDING,Docking station,Sales
Igor Boyko,igor.324@example.com,2020-03-17,Project Manager,ONBOARDING,Monitor;Docking station;Keyboard,HR
Natalia Tkachenko,natalia.325@example.com,2022-08-30,Project Manager,ONBOARDING,Badge;Keyboard,IT
Oksana Kovalenko,oksana.326@example.com,2023-02-05,Junior Developer,NEW,Keyboard,Sales
Maria Bondarenko,maria.327@example.com,2021-05-30,Project Manager,ONBOARDING,Keyboard,Finance
Maria Bondarenko,maria.328@example.com,2022-02-12,QA Engineer,ACTIVE,Keyboard;Laptop,Finance
Igor Melnyk,igor.329@example.com,2023-04-06,Designer,ONBOARDING,Keyboard;Headset;Laptop,IT
Andriy Oliynyk,andriy.330@example.com,2023-02-27,Project Manager,ONBOARDING,Badge;Mouse,HR
Olena Bondarenko,olena.331@example.com,2021-08-16,Designer,ONBOARDING,Docking station;Laptop,Finance
Maria Melnyk,maria.332@example.com,2022-12-19,Project Manager,NEW,Monitor;Keyboard,Sales
Yulia Boyko,yulia.333@example.com,2025-12-06,DevOps Engineer,NEW,Docking station,Operations
Oksana Oliynyk,oksana.334@example.com,2021-06-16,Data Analyst,ONBOARDING,Headset;Mouse;Laptop,IT
Serhiy Kovalenko,serhiy.335@example.com,2024-08-13,Junior Developer,ACTIVE,Headset,HR
Maria Shevchenko,maria.336@example.com,2026-04-24,Project Manager,ONBOARDING,Mouse;Monitor,HR
Viktoria Kovalenko,viktoria.337@example.com,2021-08-02,Designer,ONBOARDING,Mouse,HR
Andriy Bondarenko,andriy.338@example.com,2020-08-30,Data Analyst,NEW,Headset;Monitor,IT
Natalia Oliynyk,natalia.339@example.com,2023-12-11,Designer,NEW,Monitor;Laptop;Mouse,IT
Maria Melnyk,maria.340@example.com,2026-10-24,QA Engineer,NEW,Monitor,IT
Olena Bondarenko,olena.341@example.com,2020-10-20,Data Analyst,NEW,Mouse;Laptop,HR
Igor Shevchenko,igor.342@example.com,2021-12-13,Designer,ONBOARDING,Mouse,IT
Ivan Tkachenko,ivan.343@example.com,2026-09-02,Project Manager,ACTIVE,Badge;Keyboard;Monitor,HR
Andriy Oliynyk,andriy.344@example.com,2020-11-24,DevOps Engineer,ACTIVE,Keyboard;Headset,HR
Andriy Bondarenko,andriy.345@example.com,2021-04-25,DevOps Engineer,ACTIVE,Laptop,Operations
Viktoria Melnyk,viktoria.346@example.com,2026-05-07,QA Engineer,ONBOARDING,Monitor;Docking station,Sales
Volodymyr Shevchenko,volodymyr.347@example.com,2025-02-25,DevOps Engineer,NEW,Headset;Monitor;Keyboard,Finance
Volodymyr Shevchenko,volodymyr.348@example.com,2021-12-05,Designer,ACTIVE,Keyboard;Monitor;Mouse,Sales
Serhiy Bondarenko,serhiy.349@example.com,2024-04-28,Designer,NEW,Mouse;Badge;Docking station,Operations
Natalia Shevchenko,natalia.350@example.com,2026-03-07,DevOps Engineer,ONBOARDING,Mouse,Operations
Dmitro Shevchenko,dmitro.351@example.com,2023-04-19,Junior Developer,ACTIVE,Badge;Headset,Finance
Igor Bondarenko,igor.352@example.com,2020-03-24,DevOps Engineer,ONBOARDING,Docking station;Mouse,Sales
Ivan Shevchenko,ivan.353@example.com,2026-08-26,Junior Developer,NEW,Docking station;Mouse;Monitor,HR
Olena Shevchenko,olena.354@example.com,2021-09-19,Project Manager,NEW,Mouse;Docking station,HR
Igor Shevchenko,igor.355@example.com,2024-05-28,Junior Developer,ONBOARDING,Mouse;Badge;Keyboard,Operations
Ivan Melnyk,ivan.356@example.com,2026-11-23,Data Analyst,ONBOARDING,Monitor;Mouse,Sales
Anna Bondarenko,anna.357@example.com,2023-07-22,DevOps Engineer,ACTIVE,Keyboard;Monitor,HR
Ivan Boyko,ivan.358@example.com,2020-10-24,Project Manager,NEW,Badge,IT
Andriy Boyko,andriy.359@example.com,2024-09-14,QA Engineer,NEW,Badge;Monitor,Finance
Dmitro Shevchenko,dmitro.360@example.com,2022-06-12,QA Engineer,ONBOARDING,Docking station;Mouse;Badge,HR
Anna Shevchenko,anna.361@example.com,2022-05-08,DevOps Engineer,NEW,Headset;Keyboard,HR
Volodymyr Melnyk,volodymyr.362@example.com,2025-02-17,Junior Developer,ONBOARDING,Headset;Laptop;Mouse,Finance
Olena Oliynyk,olena.363@example.com,2026-01-26,Data Analyst,NEW,Headset;Badge,IT
Ivan Boyko,ivan.364@example.com,2022-02-05,Data Analyst,ACTIVE,Badge;Headset;Mouse,Finance
Dmitro Oliynyk,dmitro.365@example.com,2025-07-05,QA Engineer,ONBOARDING,Docking station;Laptop,Sales
Maria Boyko,maria.366@example.com,2023-01-29,Designer,ONBOARDING,Headset;Mouse,HR
Olena Melnyk,olena.367@example.com,2025-10-14,QA Engineer,ACTIVE,Docking station;Badge,IT
Serhiy Melnyk,serhiy.368@example.com,2026-09-13,QA Engineer,ONBOARDING,Monitor;Headset,Operations
Igor Bondarenko,igor.369@example.com,2025-10-13,Designer,ACTIVE,Laptop,HR
Igor Shevchenko,igor.370@example.com,2023-06-22,QA Engineer,NEW,Laptop;Monitor,Operations
Maria Shevchenko,maria.371@example.com,2025-04-05,Junior Developer,NEW,Mouse;Keyboard,IT
Viktoria Boyko,viktoria.372@example.com,2025-01-27,Designer,NEW,Headset,Sales
Oleksandr Tkachenko,oleksandr.373@example.com,2026-10-08,DevOps Engineer,ONBOARDING,Badge;Headset;Mouse,Sales
Viktoria Tkachenko,viktoria.374@example.com,2026-02-19,QA Engineer,ACTIVE,Badge;Laptop,IT
Ivan Melnyk,ivan.375@example.com,2026-06-24,Data Analyst,ONBOARDING,Headset,HR
Dmitro Bondarenko,dmitro.376@example.com,2022-01-07,Designer,ONBOARDING,Laptop,Operations
Andriy Tkachenko,andriy.377@example.com,2023-12-07,QA Engineer,ACTIVE,Monitor;Mouse;Laptop,Finance
Igor Boyko,igor.378@example.com,2021-01-26,Data Analyst,ONBOARDING,Headset;Keyboard,Finance
Natalia Bondarenko,natalia.379@example.com,2020-07-29,Designer,ONBOARDING,Mouse,HR
Olena Tkachenko,olena.380@example.com,2022-02-17,Junior Developer,NEW,Laptop;Docking station;Monitor,IT
Oksana Kovalenko,oksana.381@example.com,2025-08-27,DevOps Engineer,ACTIVE,Laptop;Docking station,Sales
Olena Boyko,olena.382@example.com,2026-04-14,Designer,ACTIVE,Laptop;Badge,Sales
Serhiy Bondarenko,serhiy.383@example.com,2025-07-11,Project Manager,ACTIVE,Mouse;Keyboard,Sales
Anna Bondarenko,anna.384@example.com,2022-05-26,Project Manager,NEW,Docking station,Sales
Igor Bondarenko,igor.385@example.com,2023-09-14,Junior Developer,ONBOARDING,Headset;Badge,Operations
Serhiy Bondarenko,serhiy.386@example.com,2023-05-08,Designer,ACTIVE,Keyboard;Laptop,IT
Natalia Bondarenko,natalia.387@example.com,2025-10-20,QA Engineer,ONBOARDING,Headset;Monitor;Badge,Sales
Natalia Shevchenko,natalia.388@example.com,2024-09-07,Project Manager,NEW,Laptop;Headset;Keyboard,HR
Serhiy Kovalenko,serhiy.389@example.com,2026-05-30,QA Engineer,ACTIVE,Badge;Mouse,Finance
Andriy Tkachenko,andriy.390@example.com,2026-12-01,Designer,ONBOARDING,Badge;Docking station;Keyboard,IT
Yulia Bondarenko,yulia.391@example.com,2022-05-29,Designer,NEW,Badge;Mouse,HR
Volodymyr Melnyk,volodymyr.392@example.com,2026-09-11,Data Analyst,NEW,Laptop,HR
Natalia Oliynyk,natalia.393@example.com,2023-05-30,Project Manager,ONBOARDING,Mouse;Badge;Monitor,IT
Viktoria Tkachenko,viktoria.394@example.com,2022-08-12,QA Engineer,NEW,Keyboard,Sales
Yulia Tkachenko,yulia.395@example.com,2023-07-17,QA Engineer,ONBOARDING,Headset;Docking station,Sales
Yulia Melnyk,yulia.396@example.com,2020-01-01,Data Analyst,ONBOARDING,Monitor;Mouse,Finance
Oleksandr Bondarenko,oleksandr.397@example.com,2022-01-04,QA Engineer,ONBOARDING,Monitor,Sales
Serhiy Tkachenko,serhiy.398@example.com,2025-01-18,QA Engineer,ACTIVE,Docking station,Finance
Volodymyr Shevchenko,volodymyr.399@example.com,2022-01-09,Designer,ACTIVE,Mouse;Laptop,Finance
Yulia Bondarenko,yulia.400@example.com,2024-05-26,Designer,ACTIVE,Keyboard,IT
Viktoria Boyko,viktoria.401@example.com,2022-06-21,QA Engineer,NEW,Badge;Monitor,Sales
Oksana Tkachenko,oksana.402@example.com,2024-07-02,Project Manager,ONBOARDING,Laptop,Operations
Viktoria Shevchenko,viktoria.403@example.com,2020-06-14,Designer,ONBOARDING,Keyboard;Laptop;Monitor,HR
Volodymyr Tkachenko,volodymyr.404@example.com,2020-03-23,Designer,ONBOARDING,Docking station;Laptop;Keyboard,Finance
Natalia Bondarenko,natalia.405@example.com,2022-03-14,Junior Developer,ONBOARDING,Headset,Sales
Viktoria Oliynyk,viktoria.406@example.com,2026-03-15,Junior Developer,ONBOARDING,Monitor,Finance
Dmitro Tkachenko,dmitro.407@example.com,2023-06-22,Junior Developer,NEW,Laptop;Badge;Monitor,HR
Maria Oliynyk,maria.408@example.com,2020-05-08,Data Analyst,NEW,Keyboard,IT
Igor Melnyk,igor.409@example.com,2022-11-10,Project Manager,ONBOARDING,Docking station,Operations
Dmitro Bondarenko,dmitro.410@example.com,2020-09-25,Designer,ACTIVE,Monitor;Mouse,Operations
Yulia Kovalenko,yulia.411@example.com,2026-08-21,Designer,ONBOARDING,Monitor;Badge,Sales
Maria Melnyk,maria.412@example.com,2020-09-23,Data Analyst,ACTIVE,Mouse;Badge,IT
Dmitro Melnyk,dmitro.413@example.com,2022-08-05,DevOps Engineer,ACTIVE,Badge,Finance
Oksana Boyko,oksana.414@example.com,2023-11-26,Data Analyst,ONBOARDING,Headset,Sales
Igor Melnyk,igor.415@example.com,2020-12-31,QA Engineer,ACTIVE,Monitor;Keyboard;Badge,HR
Dmitro Boyko,dmitro.416@example.com,2021-04-13,Designer,ACTIVE,Docking station;Keyboard;Laptop,Sales
Maria Tkachenko,maria.417@example.com,2026-01-09,Designer,NEW,Monitor;Docking station,Sales
Olena Boyko,olena.418@example.com,2020-07-03,Junior Developer,NEW,Badge,HR
Oleksandr Shevchenko,oleksandr.419@example.com,2020-10-23,DevOps Engineer,NEW,Mouse,Finance
Maria Kovalenko,maria.420@example.com,2025-11-06,DevOps Engineer,ONBOARDING,Docking station,IT
Ivan Melnyk,ivan.421@example.com,2022-08-22,Project Manager,ACTIVE,Headset;Mouse;Monitor,Operations
Maria Kovalenko,maria.422@example.com,2024-03-17,DevOps Engineer,NEW,Laptop;Badge,IT
Dmitro Bondarenko,dmitro.423@example.com,2021-03-19,Project Manager,ONBOARDING,Badge,Finance
Volodymyr Bondarenko,volodymyr.424@example.com,2022-06-18,Designer,NEW,Keyboard,Sales
Dmitro Kovalenko,dmitro.425@example.com,2024-08-31,Data Analyst,ONBOARDING,Docking station;Headset,IT
Serhiy Oliynyk,serhiy.426@example.com,2020-04-06,Data Analyst,ACTIVE,Headset;Badge;Docking station,Sales
Igor Shevchenko,igor.427@example.com,2020-12-12,QA Engineer,ACTIVE,Keyboard,Sales
Olena Boyko,olena.428@example.com,2025-03-30,Designer,NEW,Keyboard;Mouse;Monitor,HR
Natalia Shevchenko,natalia.429@example.com,2020-02-11,DevOps Engineer,ONBOARDING,Headset,Sales
Ivan Bondarenko,ivan.430@example.com,2025-12-29,Project Manager,ONBOARDING,Headset;Monitor,Sales
Andriy Oliynyk,andriy.431@example.com,2022-06-25,Project Manager,ONBOARDING,Monitor,Finance
Olena Oliynyk,olena.432@example.com,2024-07-13,Data Analyst,ACTIVE,Mouse;Keyboard;Docking station,Sales
Ivan Melnyk,ivan.433@example.com,2024-02-07,Project Manager,ONBOARDING,Mouse;Laptop,Operations
Serhiy Oliynyk,serhiy.434@example.com,2023-05-15,Junior Developer,ONBOARDING,Keyboard;Headset;Docking station,IT
Igor Kovalenko,igor.435@example.com,2022-12-07,Data Analyst,ACTIVE,Badge;Monitor;Docking station,IT
Ivan Tkachenko,ivan.436@example.com,2025-06-01,Junior Developer,NEW,Docking station;Keyboard;Badge,HR
Olena Melnyk,olena.437@example.com,2026-04-28,Junior Developer,ONBOARDING,Laptop;Monitor,Finance
Anna Shevchenko,anna.438@example.com,2023-09-12,DevOps Engineer,ONBOARDING,Docking station,Operations
Anna Shevchenko,anna.439@example.com,2020-09-29,Junior Developer,NEW,Docking station;Mouse,Sales
Viktoria Melnyk,viktoria.440@example.com,2025-11-27,Data Analyst,NEW,Monitor,Finance
Oleksandr Oliynyk,oleksandr.441@example.com,2023-04-23,Junior Developer,ACTIVE,Keyboard;Docking station,HR
Maria Tkachenko,maria.442@example.com,2025-07-27,Designer,ACTIVE,Keyboard;Headset;Docking station,HR
Maria Bondarenko,maria.443@example.com,2024-03-10,Data Analyst,ONBOARDING,Keyboard,Finance
Andriy Oliynyk,andriy.444@example.com,2021-09-05,Data Analyst,ONBOARDING,Laptop;Docking station,Sales
Viktoria Oliynyk,viktoria.445@example.com,2025-02-23,Designer,ACTIVE,Laptop;Badge;Docking station,Operations
Volodymyr Oliynyk,volodymyr.446@example.com,2026-05-01,DevOps Engineer,NEW,Docking station,Sales
Natalia Bondarenko,natalia.447@example.com,2020-08-16,QA Engineer,NEW,Keyboard;Monitor,Sales
Ivan Tkachenko,ivan.448@example.com,2022-10-10,QA Engineer,ACTIVE,Monitor;Mouse;Laptop,HR
Oleksandr Kovalenko,oleksandr.449@example.com,2021-09-23,Data Analyst,ONBOARDING,Mouse;Monitor,Operations
Ivan Bondarenko,ivan.450@example.com,2022-12-19,Designer,NEW,Docking station;Headset,Operations
Ivan Kovalenko,ivan.451@example.com,2021-01-21,Project Manager,NEW,Laptop;Docking station;Keyboard,IT
Natalia Melnyk,natalia.452@example.com,2023-12-28,Designer,ONBOARDING,Keyboard,HR
Oksana Oliynyk,oksana.453@example.com,2020-03-30,Designer,NEW,Badge,IT
Maria Boyko,maria.454@example.com,2023-09-19,Designer,NEW,Monitor,Finance
Viktoria Shevchenko,viktoria.455@example.com,2020-04-30,Project Manager,NEW,Docking station;Laptop;Monitor,Sales
Oksana Kovalenko,oksana.456@example.com,2023-08-05,Project Manager,ONBOARDING,Mouse;Badge,Sales
Viktoria Melnyk,viktoria.457@example.com,2023-07-21,QA Engineer,ONBOARDING,Mouse;Keyboard,HR
Olena Melnyk,olena.458@example.com,2024-11-04,Data Analyst,ACTIVE,Monitor;Keyboard,Sales
Olena Kovalenko,olena.459@example.com,2024-01-07,DevOps Engineer,ONBOARDING,Badge,Operations
Viktoria Tkachenko,viktoria.460@example.com,2022-04-22,Data Analyst,ONBOARDING,Headset,Operations
Olena Tkachenko,olena.461@example.com,2020-03-16,Junior Developer,ONBOARDING,Laptop;Docking station,Finance
Volodymyr Melnyk,volodymyr.462@example.com,2021-10-25,QA Engineer,NEW,Docking station;Mouse;Badge,Finance
Ivan Melnyk,ivan.463@example.com,2024-04-14,Data Analyst,ONBOARDING,Headset;Badge,Sales
Viktoria Melnyk,viktoria.464@example.com,2025-05-26,QA Engineer,ACTIVE,Monitor;Keyboard;Laptop,HR
Oksana Melnyk,oksana.465@example.com,2025-03-12,DevOps Engineer,ACTIVE,Keyboard;Badge;Mouse,HR
Olena Melnyk,olena.466@example.com,2024-04-23,QA Engineer,ACTIVE,Mouse,Operations
Igor Oliynyk,igor.467@example.com,2022-09-25,DevOps Engineer,NEW,Laptop;Keyboard;Docking station,Sales
Igor Oliynyk,igor.468@example.com,2026-05-28,Data Analyst,ONBOARDING,Docking station;Headset;Mouse,Finance
Volodymyr Tkachenko,volodymyr.469@example.com,2023-10-04,QA Engineer,ONBOARDING,Docking station;Laptop;Badge,IT
Volodymyr Kovalenko,volodymyr.470@example.com,2023-05-12,Junior Developer,NEW,Laptop;Docking station;Badge,Finance
Oksana Bondarenko,oksana.471@example.com,2023-09-16,Data Analyst,ACTIVE,Monitor;Laptop;Keyboard,HR
Serhiy Kovalenko,serhiy.472@example.com,2026-06-10,DevOps Engineer,NEW,Keyboard;Mouse,Operations
Natalia Kovalenko,natalia.473@example.com,2025-11-10,Project Manager,ONBOARDING,Headset;Monitor;Laptop,Sales
Volodymyr Bondarenko,volodymyr.474@example.com,2020-09-05,Data Analyst,ONBOARDING,Badge,Sales
Viktoria Oliynyk,viktoria.475@example.com,2020-05-21,Designer,NEW,Docking station;Headset;Monitor,Finance
Volodymyr Kovalenko,volodymyr.476@example.com,2022-03-20,DevOps Engineer,ACTIVE,Headset;Laptop;Badge,Sales
Natalia Bondarenko,natalia.477@example.com,2023-07-26,Data Analyst,ONBOARDING,Mouse;Laptop;Keyboard,Finance
Andriy Bondarenko,andriy.478@example.com,2025-05-04,QA Engineer,ONBOARDING,Headset;Laptop;Keyboard,Sales
Oleksandr Melnyk,oleksandr.479@example.com,2021-11-18,QA Engineer,NEW,Laptop;Monitor;Headset,IT
Dmitro Melnyk,dmitro.480@example.com,2020-05-19,Junior Developer,ONBOARDING,Badge,Sales
Igor Bondarenko,igor.481@example.com,2021-04-22,Project Manager,ACTIVE,Laptop;Monitor,Sales
Natalia Melnyk,natalia.482@example.com,2022-03-31,DevOps Engineer,ONBOARDING,Keyboard;Docking station,Finance
Volodymyr Shevchenko,volodymyr.483@example.com,2023-01-04,Data Analyst,NEW,Keyboard,Finance
Maria Bondarenko,maria.484@example.com,2022-11-01,Project Manager,ACTIVE,Monitor,IT
Yulia Boyko,yulia.485@example.com,2021-10-13,Project Manager,NEW,Keyboard,HR
Andriy Melnyk,andriy.486@example.com,2026-04-08,Junior Developer,ACTIVE,Laptop;Docking station,HR
Volodymyr Shevchenko,volodymyr.487@example.com,2026-10-02,DevOps Engineer,ACTIVE,Docking station,IT
Natalia Shevchenko,natalia.488@example.com,2020-03-07,Junior Developer,NEW,Docking station;Laptop,Operations
Dmitro Oliynyk,dmitro.489@example.com,2021-11-19,Junior Developer,ONBOARDING,Badge;Mouse;Keyboard,Finance
Maria Boyko,maria.490@example.com,2023-11-26,Project Manager,ACTIVE,Headset;Docking station,HR
Maria Tkachenko,maria.491@example.com,2022-08-12,Junior Developer,ONBOARDING,Docking station,Finance
Viktoria Melnyk,viktoria.492@example.com,2025-11-08,Project Manager,ONBOARDING,Headset;Docking station;Badge,HR
Anna Tkachenko,anna.493@example.com,2020-03-10,Junior Developer,NEW,Docking station;Laptop,Operations
Igor Bondarenko,igor.494@example.com,2021-03-16,Designer,NEW,Monitor,Operations
Ivan Tkachenko,ivan.495@example.com,2023-06-01,QA Engineer,ONBOARDING,Laptop;Headset,Finance
Volodymyr Melnyk,volodymyr.496@example.com,2026-04-26,QA Engineer,ONBOARDING,Docking station;Badge,IT
Viktoria Shevchenko,viktoria.497@example.com,2020-08-06,Designer,NEW,Headset;Docking station;Mouse,IT
Oleksandr Kovalenko,oleksandr.498@example.com,2024-12-13,DevOps Engineer,ACTIVE,Mouse;Monitor,Finance
Olena Bondarenko,olena.499@example.com,2024-01-27,QA Engineer,ONBOARDING,Laptop,Finance
Natalia Tkachenko,natalia.500@example.com,2024-01-16,Designer,ONBOARDING,Headset;Keyboard,HR
Dmitro Tkachenko,dmitro.501@example.com,2026-06-06,Project Manager,ACTIVE,Headset;Mouse;Docking station,IT
Viktoria Shevchenko,viktoria.502@example.com,2022-05-17,Designer,NEW,Docking station;Badge;Headset,HR
Ivan Bondarenko,ivan.503@example.com,2022-04-12,DevOps Engineer,ACTIVE,Badge;Monitor,Finance
Volodymyr Bondarenko,volodymyr.504@example.com,2021-03-07,DevOps Engineer,ACTIVE,Keyboard;Docking station,Finance
Oksana Melnyk,oksana.505@example.com,2024-03-29,Junior Developer,ONBOARDING,Monitor;Badge,IT
Volodymyr Melnyk,volodymyr.506@example.com,2025-06-16,Designer,ONBOARDING,Mouse;Monitor,Operations
Dmitro Melnyk,dmitro.507@example.com,2024-10-28,Project Manager,ONBOARDING,Headset;Badge;Mouse,Finance
Serhiy Shevchenko,serhiy.508@example.com,2021-01-14,QA Engineer,ONBOARDING,Laptop;Headset,IT
Serhiy Boyko,serhiy.509@example.com,2022-10-12,DevOps Engineer,ACTIVE,Headset,IT
Anna Melnyk,anna.510@example.com,2025-12-07,Project Manager,NEW,Docking station,IT
Anna Bondarenko,anna.511@example.com,2023-03-10,Project Manager,ONBOARDING,Mouse;Headset,IT
